RA - Decimal,Dec - Decimal,Prop.motion RA,Prop.motion Dec,Mag V ,Red,Green,Blue,identifier             
354.7923930299,75.2928815584,6.6130000000,13.8950000000,5.946,0.6703,0.7362,1.0000,HD 222386
58.2918591314,17.3270853529,143.6960000000,-29.3960000000,5.946,0.8000,0.8000,0.8000,HD 24357
147.3670152978,-37.1867642580,-88.5780000000,8.8180000000,5.946,1.0000,0.7992,0.6045,HD 85206
51.4010532229,-69.3364343927,-0.3730000000,65.6110000000,5.946,0.9937,0.9526,1.0000,HD 21722
187.9838001514,-63.5058393153,-47.5860000000,5.7090000000,5.946,0.8244,0.8437,1.0000,HD 109000
277.3330998458,-80.2327070050,-22.2980000000,-63.1660000000,5.946,1.0000,0.7992,0.6045,HD 167714
144.8661441314,67.2722291233,-27.6100000000,-39.4470000000,5.947,1.0000,0.7360,0.4803,HD 83126
104.7376015925,3.6023557195,-4.0600000000,-3.6310000000,5.947,1.0000,0.8330,0.6787,HD 51814
108.8384422100,-52.4992241683,-43.3110000000,120.9770000000,5.947,1.0000,0.8221,0.6541,HD 56705
127.1555813168,14.2108242442,-13.8490000000,-12.2520000000,5.948,0.7260,0.7762,1.0000,* 29 Cnc
300.0663871192,-37.7017226047,18.6100000000,-1.5800000000,5.948,1.0000,0.8541,0.7277,HD 189195
88.0841725775,-57.1561892932,18.4110000000,-78.5600000000,5.948,0.8000,0.8000,0.8000,HD 39937
210.2185195913,-66.2689110513,-117.2330000000,-24.5490000000,5.948,0.8986,0.8925,1.0000,HD 121932
326.0040172106,-14.7493721848,-24.1100000000,9.8210000000,5.949,0.7652,0.8035,1.0000,* 45 Cap
311.0918821233,56.4884051968,9.8550000000,-1.5320000000,5.95,1.0000,0.6318,0.3112,V* V414 Cep
295.4539729151,50.5250609824,-148.0340000000,-159.0300000000,5.95,0.8000,0.8000,0.8000,* 16 Cyg A
161.2667938802,67.4113830729,5.5740000000,0.7520000000,5.95,0.8000,0.8000,0.8000,V* VY UMa
136.3503952482,48.5303155677,-12.9410000000,-17.5570000000,5.95,0.8000,0.8000,0.8000,HD 77601
65.5947072474,20.8214131661,-2.6260000000,-1.7700000000,5.95,1.0000,0.6789,0.3823,HD 27639
67.6680400730,-35.6535103607,1.4930000000,34.7930000000,5.95,1.0000,0.8330,0.6787,HD 28776
124.5997790343,-12.6321714410,278.7900000000,-987.8290000000,5.95,1.0000,0.8541,0.7277,HD 69830
129.5790881170,32.8020168276,-24.1860000000,-4.1730000000,5.95,1.0000,0.7992,0.6045,* 1 LMi
337.4418930886,-27.1072617447,87.3760000000,-10.8860000000,5.95,0.8668,0.8718,1.0000,HD 213135
322.2490528669,22.1794391532,35.2050000000,5.6910000000,5.95,1.0000,0.6318,0.3112,V* NV Peg
33.1564159269,24.1677808215,43.1140000000,-5.0290000000,5.95,1.0000,0.8330,0.6787,HD 13522
137.6616576579,30.9631377669,-11.1200000000,-33.4200000000,5.95,0.8000,0.8000,0.8000,V* RS Cnc
137.1972127295,26.6291158995,-138.9470000000,-371.0290000000,5.95,1.0000,0.8740,0.7760,* 75 Cnc
144.3683359964,-36.0959941404,-26.3380000000,-2.2860000000,5.95,1.0000,0.7992,0.6045,HD 83441
148.4288509864,5.9585761721,-3.0260000000,1.3150000000,5.95,1.0000,0.6480,0.3346,HD 85709
191.2475206843,39.2789161479,-359.6990000000,139.0160000000,5.95,0.8000,0.8000,0.8000,* 10 CVn
258.8995922157,-38.5939358058,-144.8170000000,-419.4340000000,5.95,1.0000,0.9019,0.8473,HD 155826
271.5988313299,-36.0197862770,106.0200000000,8.8120000000,5.95,0.8000,0.8000,0.8000,HD 165185
229.6384166667,2.0810277778,4.0600000000,-9.8900000000,5.95,0.8000,0.8000,0.8000,M 5
230.8011269000,30.2884603000,~,~,5.95,1.0000,0.8929,0.8238,* eta CrB B
234.9855987545,-59.9083353106,-121.8740000000,-214.2780000000,5.95,0.8000,0.8000,0.8000,HD 139211
353.4884461708,31.3252872444,48.6000000000,-17.2000000000,5.95,1.0000,0.7360,0.4803,* 72 Peg B
87.0009711917,6.4541542306,1.9000000000,-23.6000000000,5.95,0.8000,0.8000,0.8000,* 52 Ori A
27.7380338704,51.9334176960,41.8800000000,-114.9650000000,5.951,0.9937,0.9526,1.0000,HD 11151
126.4816252315,-14.9296612101,-10.8230000000,39.0680000000,5.951,0.6703,0.7362,1.0000,HD 71267
319.7167789042,11.2033807803,21.6430000000,15.7230000000,5.951,1.0000,0.7360,0.4803,HD 202951
95.9074532846,-52.1809112822,-21.4300000000,-12.9400000000,5.951,1.0000,0.8541,0.7277,HD 45291
286.7316957346,-48.2991443144,13.5000000000,-12.7380000000,5.951,0.6109,0.6919,1.0000,HD 177406
72.2098048612,75.9412198871,37.4760000000,-133.8530000000,5.952,0.8520,0.8621,1.0000,HD 29678
265.3846810715,6.3131579247,-1.9680000000,-3.2430000000,5.952,0.8000,0.8000,0.8000,HD 160781
106.8053385982,-51.9682736871,-12.4150000000,43.0530000000,5.952,1.0000,0.8330,0.6787,HD 54732
273.8211896342,68.7558172461,16.6170000000,-63.1740000000,5.953,1.0000,0.8221,0.6541,* 37 Dra
105.8246426270,9.1383578383,-19.5180000000,5.2050000000,5.953,0.6703,0.7362,1.0000,HD 52913
331.1531931115,-26.8223598447,12.5250000000,-9.8060000000,5.953,0.5104,0.6122,1.0000,HD 209522
346.8696488373,21.1342529910,108.2840000000,-50.0400000000,5.953,0.8668,0.8718,1.0000,HD 218396
110.0892616053,-52.3115252167,-37.0460000000,146.2900000000,5.953,0.9937,0.9526,1.0000,HD 57852
318.3290064475,-36.4235282304,33.4110000000,3.1220000000,5.954,1.0000,0.8330,0.6787,HD 201852
125.3004131664,-57.9732200066,-2.1350000000,4.2410000000,5.954,0.4799,0.5868,1.0000,HD 70839
182.7499149865,81.7098305941,-26.9910000000,-2.7460000000,5.955,1.0000,0.7360,0.4803,HD 105943
133.0490347414,45.3128203165,-11.2360000000,-32.6130000000,5.956,1.0000,0.8330,0.6787,HD 75523
76.8540132442,-12.4912704248,135.7820000000,-107.3060000000,5.956,1.0000,0.9019,0.8473,HD 33093
205.7291724521,-41.4010997373,-44.7130000000,-39.4820000000,5.956,1.0000,0.8330,0.6787,HD 119250
154.6176841218,-41.6684893489,-28.1750000000,3.2760000000,5.957,0.5750,0.6642,1.0000,HD 89461
214.0172487363,18.9118014513,40.2880000000,-30.8630000000,5.957,0.8244,0.8437,1.0000,V* CN Boo
295.0298533222,-23.4290843094,27.7240000000,-12.0670000000,5.957,1.0000,0.8330,0.6787,HD 185467
238.7515063492,-19.3829318455,-7.2250000000,-15.3770000000,5.957,0.4799,0.5868,1.0000,* 47 Lib
204.2750459967,-44.1432025849,-50.2270000000,-13.9390000000,5.957,1.0000,0.8541,0.7277,HD 118338
304.5291158557,40.7320838373,-2.4880000000,-6.8370000000,5.958,0.8000,0.8000,0.8000,HD 193322A
65.0601069591,41.8081188959,14.4810000000,-36.4370000000,5.958,1.0000,0.8330,0.6787,HD 27278
323.0607073459,-33.9446259829,-5.2150000000,-3.7750000000,5.958,0.6504,0.7215,1.0000,* 6 PsA
267.8855487464,-40.7724647006,-54.6140000000,-54.8420000000,5.958,1.0000,0.6480,0.3346,HD 162189
228.9736383571,-48.0736852981,1.2180000000,-10.4030000000,5.958,0.6504,0.7215,1.0000,HD 135235
90.4294160955,48.9594456372,7.8680000000,-9.6890000000,5.959,1.0000,0.8330,0.6787,HD 40486
149.3067151766,57.4182050283,31.1470000000,-61.7660000000,5.959,0.8000,0.8000,0.8000,HD 85945
334.7530866459,-13.3049927171,73.4310000000,-8.8230000000,5.959,1.0000,0.8330,0.6787,* 45 Aqr
5.3698843365,-77.4268817228,15.3150000000,-8.6440000000,5.959,1.0000,0.7872,0.5797,HD 1801
314.1449079430,44.9247224700,0.4640000000,-2.1290000000,5.96,0.8000,0.8000,0.8000,HD 199579
293.4233585285,49.2623187540,2.4050000000,-11.8430000000,5.96,1.0000,0.6318,0.3112,V* V1743 Cyg
54.7546521466,-5.6262134394,-15.6640000000,-208.7320000000,5.96,1.0000,0.8330,0.6787,* 21 Eri
65.3804620000,-25.7285762778,30.0800000000,-48.8200000000,5.96,0.8986,0.8925,1.0000,HD 27710
79.0756222103,34.3123178900,-4.7470000000,43.5380000000,5.96,0.8000,0.8000,0.8000,V* AE Aur
79.7103037159,-18.1300515213,385.9930000000,60.9630000000,5.96,1.0000,0.9019,0.8473,HD 34721
84.6582232010,-6.5739574899,1.3730000000,0.2470000000,5.96,0.4799,0.5868,1.0000,HD 37481
88.0322044444,-9.0419013593,-2.6550000000,32.1250000000,5.96,0.6109,0.6919,1.0000,HD 39421
108.3501042776,-22.6742416318,24.3740000000,-39.0150000000,5.96,1.0000,0.7750,0.5548,HD 55762
11.0504126363,-38.4216817244,245.5670000000,119.0380000000,5.96,1.0000,0.8221,0.6541,* lam02 Scl
354.9793348652,9.6772970030,87.4970000000,-10.4960000000,5.96,0.6504,0.7215,1.0000,HD 222377
357.4141450324,28.8423894836,63.4700000000,25.3590000000,5.96,0.6504,0.7215,1.0000,* 79 Peg
179.8230508578,33.1670024375,-1.0590000000,-10.0660000000,5.96,1.0000,0.8221,0.6541,HD 104075
205.6809570261,34.9890206875,13.0820000000,11.3750000000,5.96,1.0000,0.8740,0.7760,HD 119458
268.4782213446,-34.7527181606,1.9400000000,-3.2700000000,5.96,0.5750,0.6642,1.0000,V* V906 Sco
314.7686751125,4.2935051778,-102.0000000000,-152.0000000000,5.96,0.9937,0.9526,1.0000,* eps Equ A
178.7500493031,-63.2791807631,-8.4850000000,-0.7060000000,5.96,0.6504,0.7215,1.0000,HD 103516
328.7974757083,-61.8866096389,44.5000000000,-91.0700000000,5.96,0.8668,0.8718,1.0000,HD 207964
223.1469114979,-63.8098213141,-7.1940000000,-9.4190000000,5.96,1.0000,0.9276,0.9168,* 26 Cir
276.7675961690,-53.1102089183,-0.1940000000,10.9360000000,5.96,1.0000,0.7992,0.6045,HD 169326
181.2383941241,-60.9682530660,-26.5100000000,-5.9670000000,5.96,1.0000,0.6480,0.3346,HD 104933
314.6251291667,50.4617888889,5.2000000000,2.8000000000,5.96,0.5370,0.6340,1.0000,HD 199955A
73.1963207755,27.8974898299,44.6630000000,-34.0150000000,5.961,0.8986,0.8925,1.0000,HD 30912
11.8484740194,6.7409715261,9.3380000000,-20.0140000000,5.961,1.0000,0.8541,0.7277,* 60 Psc
25.4134860811,30.0471200764,-8.0470000000,-6.5430000000,5.961,1.0000,0.8330,0.6787,HD 10348
292.7957114087,-68.4339202413,17.3640000000,-13.9430000000,5.961,1.0000,0.7750,0.5548,HD 182709
212.3959687350,-51.5046757471,-32.0640000000,-12.4140000000,5.961,0.5496,0.6441,1.0000,V* V869 Cen
111.4633330613,-5.7749619326,-3.6310000000,-2.4900000000,5.962,1.0000,0.8836,0.8000,HD 58526
18.5317840076,16.1334762374,-27.8870000000,-26.0770000000,5.962,0.5496,0.6441,1.0000,* 87 Psc
259.5969505838,38.8114012775,-12.5620000000,70.9580000000,5.962,0.8000,0.8000,0.8000,HD 156891
44.0573635128,8.3815621930,66.4010000000,-89.4350000000,5.963,0.8000,0.8000,0.8000,HD 18262
314.6743327613,-14.4831250536,-54.7720000000,-18.6030000000,5.963,0.8520,0.8621,1.0000,V* DV Aqr
119.7575057767,-45.2158394472,-11.7190000000,2.0450000000,5.963,0.5013,0.6047,1.0000,HD 65904
233.8174941374,53.9221414978,-18.8450000000,2.0970000000,5.964,1.0000,0.7750,0.5548,HD 139357
207.4396539752,61.4893073486,62.9570000000,-95.9550000000,5.964,1.0000,0.8836,0.8000,HD 120787
89.1168084589,9.5093930871,0.3340000000,-14.2250000000,5.964,0.5750,0.6642,1.0000,HD 39985
338.9015657073,-23.9910941280,25.8720000000,-6.4340000000,5.964,1.0000,0.8221,0.6541,HD 213986
266.2327692631,-57.5455402449,18.9410000000,-12.3800000000,5.964,1.0000,0.8541,0.7277,HR 6586
310.0131633596,43.4588776036,-70.3760000000,-57.1330000000,5.965,1.0000,0.7992,0.6045,HD 197139
321.2064663227,80.5248245375,42.3960000000,-12.0590000000,5.965,0.8000,0.8000,0.8000,HD 205072
66.2380315096,19.0420090962,102.3680000000,-34.7090000000,5.965,0.8000,0.8000,0.8000,HD 27901
73.7112875382,0.4671664261,0.9600000000,-5.1850000000,5.965,0.5229,0.6225,1.0000,HD 31331
85.7246422625,-6.7961684014,10.9400000000,60.2900000000,5.965,0.9937,0.9526,1.0000,HD 38089
320.7344102584,-9.3193280247,-29.4580000000,-29.1250000000,5.965,1.0000,0.7750,0.5548,* 17 Aqr
201.5475623859,-1.1924728557,-111.8290000000,3.8360000000,5.965,0.8244,0.8437,1.0000,HD 116831
206.6805140254,25.7022374799,-18.3660000000,-59.0980000000,5.965,0.7652,0.8035,1.0000,* 3 Boo
152.6571604584,-41.7152474746,28.6840000000,-129.3080000000,5.965,1.0000,0.7992,0.6045,HD 88399
205.9170006250,-42.0675085556,-19.1200000000,0.5300000000,5.965,0.5496,0.6441,1.0000,HD 119361
175.8632824133,-37.1901607220,-18.4470000000,-23.5380000000,5.966,1.0000,0.7872,0.5797,HD 101883
217.4604902235,0.8289308688,13.9720000000,7.9360000000,5.966,0.7260,0.7762,1.0000,HD 127167
269.2679673333,0.0666685278,15.8500000000,-7.8000000000,5.966,0.6703,0.7362,1.0000,HD 163624
91.1670885070,-45.0789153933,-80.8310000000,251.6170000000,5.966,0.9937,0.9526,1.0000,HD 41742
49.4406437918,39.2833726941,23.1980000000,-17.0760000000,5.967,0.6504,0.7215,1.0000,HD 20346
340.2038212493,-57.4223191162,55.7560000000,-5.6790000000,5.967,1.0000,0.7872,0.5797,HD 214632
251.1655967195,-53.1523161791,-10.7240000000,-9.2760000000,5.967,1.0000,0.8541,0.7277,HD 150576
302.0075930702,0.6781846237,115.4350000000,-67.7120000000,5.968,1.0000,0.8221,0.6541,* 64 Aql
300.8183316765,18.5009933397,11.3220000000,-19.4500000000,5.968,1.0000,0.7872,0.5797,HD 190211
52.6539750112,-47.3751247643,64.5910000000,19.5110000000,5.968,0.6324,0.7081,1.0000,V* TU Hor
53.4127499910,54.9748602861,-41.0530000000,-0.3570000000,5.969,0.6703,0.7362,1.0000,HD 21819
6.8112815207,-25.5471734636,31.5070000000,-16.4630000000,5.969,1.0000,0.8330,0.6787,HD 2363
192.9872128929,-39.6804306739,-25.4910000000,-18.7330000000,5.969,0.5370,0.6340,1.0000,HD 111774
127.4401448069,-46.3316987366,-27.1560000000,15.0550000000,5.969,0.5229,0.6225,1.0000,HD 72232
160.4646684389,-79.7832881100,-16.8770000000,6.0790000000,5.969,0.5229,0.6225,1.0000,HD 93237
57.2837906977,43.9631393454,-3.4530000000,11.4690000000,5.97,0.8520,0.8621,1.0000,V* V376 Per
14.6294249535,66.3517937811,44.1390000000,-12.9570000000,5.97,0.6109,0.6919,1.0000,HD 5550
47.6616380872,11.8726184800,33.2020000000,-23.1280000000,5.97,0.5496,0.6441,1.0000,HD 19698
75.0764152023,39.3947053326,-10.6090000000,-2.5610000000,5.97,0.9937,0.9526,1.0000,* 5 Aur
87.1455843964,-4.0946449410,61.4270000000,-229.2910000000,5.97,1.0000,0.8929,0.8238,HD 38858
99.8750000000,13.1166666667,~,~,5.97,0.6504,0.7215,1.0000,[SC93] 343
108.1075956667,-36.5443843056,-9.8000000000,6.1200000000,5.97,0.4799,0.5868,1.0000,HD 55718
111.9289030644,-22.8591905530,-1.4010000000,-2.2790000000,5.97,0.5229,0.6225,1.0000,HD 59136
347.5405641723,-40.5915464543,21.7990000000,-44.9150000000,5.97,1.0000,0.6318,0.3112,V* DL Gru
349.5971759606,41.7736678533,-10.4300000000,-9.8730000000,5.97,0.7652,0.8035,1.0000,* 9 And
155.8603259390,-4.0740328393,-50.8180000000,4.1140000000,5.97,0.8000,0.8000,0.8000,* 25 Sex
185.0448652317,-22.1756994636,-106.2700000000,-29.8100000000,5.97,1.0000,0.8330,0.6787,HD 107295
270.9685208546,-24.3607311817,0.5390000000,-2.0190000000,5.97,0.8000,0.8000,0.8000,* 9 Sgr
286.4215842125,-15.6604195969,0.6270000000,-11.0000000000,5.97,0.5496,0.6441,1.0000,HD 177517
237.0554412383,13.7890802787,-9.6180000000,-104.7500000000,5.97,1.0000,0.7992,0.6045,HD 141353
272.9380132618,33.4470587577,12.3260000000,13.3070000000,5.97,0.6703,0.7362,1.0000,HD 166988
205.9170208333,-42.0675250000,-15.7000000000,-8.0000000000,5.97,0.5370,0.6340,1.0000,NAME HD 119361AB
133.5613834292,30.5791206668,41.2050000000,-23.2520000000,5.97,0.8000,0.8000,0.8000,* 57 Cnc A
110.5144945299,0.1771216664,2.2310000000,-1.7860000000,5.971,0.5750,0.6642,1.0000,HD 57608
20.8539538768,20.4689684339,-5.4800000000,-8.8160000000,5.971,1.0000,0.7360,0.4803,HD 8388
285.0148574044,-66.6536163814,11.0520000000,-44.2000000000,5.971,1.0000,0.8330,0.6787,HD 175401
79.8486875916,-27.3688845044,-3.3660000000,-8.4590000000,5.972,0.6109,0.6919,1.0000,HD 34868
271.2099105865,-35.9014410094,-15.3240000000,-33.3610000000,5.972,1.0000,0.7992,0.6045,HD 164870
354.8380723680,74.0026775574,-10.2470000000,-10.7660000000,5.973,1.0000,0.8541,0.7277,HD 222387
210.3351103922,8.8948936219,38.0460000000,5.4130000000,5.973,0.6504,0.7215,1.0000,HD 122365
84.8797941077,-3.5647041898,-4.3090000000,2.1950000000,5.974,0.8520,0.8621,1.0000,HD 37594
40.3921442541,-14.5493069739,-6.2040000000,42.5570000000,5.974,0.9937,0.9526,1.0000,HD 16825
261.9064711826,-29.7245668777,-5.7020000000,-31.5110000000,5.974,0.5750,0.6642,1.0000,HD 157955
228.5251778882,31.7878459363,41.4850000000,-28.2000000000,5.974,1.0000,0.7360,0.4803,HD 135438
319.3093638746,55.7980016619,16.8220000000,13.5460000000,5.975,1.0000,0.7872,0.5797,HD 202987
88.6834858456,0.9686156470,-3.4790000000,0.2450000000,5.975,1.0000,0.8330,0.6787,HD 39775
193.5777473430,-11.6485698138,-138.7890000000,10.5150000000,5.975,0.6324,0.7081,1.0000,HD 112131
294.2185606485,11.2732006482,8.3590000000,1.8020000000,5.975,1.0000,0.9019,0.8473,HD 185018
258.9227931319,23.7427588153,-37.5460000000,20.1170000000,5.975,1.0000,0.7992,0.6045,HD 156284
87.6251142956,2.0247029093,1.0970000000,-5.1610000000,5.976,1.0000,0.8221,0.6541,BD+01 1148
345.6843771116,-20.8707117493,-58.8150000000,-129.6750000000,5.976,1.0000,0.8330,0.6787,HD 217703
16.0099605179,52.5021618445,1.0140000000,-60.6250000000,5.977,1.0000,0.7992,0.6045,HD 6211
226.6383242360,-30.9184815770,-25.1150000000,-34.1210000000,5.977,0.8000,0.8000,0.8000,V* HZ Lup
257.0618947162,-17.6090507719,3.5460000000,-35.0300000000,5.977,1.0000,0.8330,0.6787,HD 154779
310.5124469137,-76.1805920601,190.8910000000,-9.4790000000,5.977,0.8000,0.8000,0.8000,* mu.01 Oct
21.5778595538,43.4577416488,108.6320000000,-59.6570000000,5.978,0.8000,0.8000,0.8000,HD 8671
99.9488215286,12.9827697938,-13.9060000000,-13.4860000000,5.978,0.6504,0.7215,1.0000,HD 47575
227.5305195545,-38.7925099717,-24.4610000000,-20.5240000000,5.978,0.8000,0.8000,0.8000,HD 134255
329.7230135168,62.6979881547,11.6000000000,14.7900000000,5.979,1.0000,0.6318,0.3112,HD 209112
24.9200764434,16.4058551361,82.9800000000,-12.3830000000,5.979,1.0000,0.7992,0.6045,* 105 Psc
351.9182764449,25.1672792975,26.9330000000,-36.8970000000,5.979,0.6109,0.6919,1.0000,* 69 Peg
159.7484178311,-58.8168540028,-75.2700000000,13.4700000000,5.979,1.0000,0.6480,0.3346,HD 92436
125.1680071933,72.4072315019,3.2120000000,-24.9500000000,5.98,1.0000,0.6789,0.3823,HD 68951
96.3041653171,7.0857107175,0.8460000000,-3.0250000000,5.98,1.0000,0.8836,0.8000,V* T Mon
2.0730517949,-8.8241116233,-34.1600000000,-34.8770000000,5.98,1.0000,0.8221,0.6541,HD 360
332.6406128276,-4.2668552207,70.6000000000,3.3400000000,5.98,1.0000,0.8541,0.7277,HD 210434
14.5592455638,33.9508844692,36.4590000000,-71.3200000000,5.98,1.0000,0.8330,0.6787,HD 5608
173.6228601847,-32.8313396648,-670.2300000000,822.3990000000,5.98,1.0000,0.8330,0.6787,* 20 Crt
254.2750000000,-40.9333333333,~,~,5.98,0.8000,0.8000,0.8000,[SC96] Mis 213
256.5841229477,-37.2275917932,-7.5090000000,-24.8100000000,5.98,0.6504,0.7215,1.0000,HD 154310
275.6471608551,12.0296809311,8.9710000000,15.2400000000,5.98,0.6504,0.7215,1.0000,HD 169111
261.4765185888,16.9175777792,-14.3080000000,16.1000000000,5.98,1.0000,0.6318,0.3112,V* V640 Her
309.7707002317,15.8381975534,-0.8680000000,-15.2900000000,5.98,0.5013,0.6047,1.0000,HD 196775
145.4496948555,-55.2137615019,-12.0710000000,3.6840000000,5.98,0.5104,0.6122,1.0000,HD 84228
10.6747906487,-60.2628065626,263.6860000000,-51.2140000000,5.98,1.0000,0.7872,0.5797,HD 4088
183.0915827538,-62.9507738787,-5.1950000000,-0.3240000000,5.98,0.5496,0.6441,1.0000,HD 106068
196.8512363750,-59.8605066111,-11.4100000000,-6.6000000000,5.98,0.5750,0.6642,1.0000,HD 113823
257.9111919104,-48.8733902632,7.6000000000,-6.3780000000,5.98,1.0000,0.6480,0.3346,V* V854 Ara
138.1272500000,-43.6132666667,-1.0000000000,10.0000000000,5.98,0.8000,0.8000,0.8000,NAME HD 79416 AB
204.3016625000,-61.6918555556,154.3000000000,-110.5000000000,5.98,0.8000,0.8000,0.8000,HD 118261A
207.9591673778,-32.9946764865,-35.2130000000,-23.3040000000,5.98,0.5750,0.6642,1.0000,* 3 Cen B
71.5701122565,18.7346921344,73.4210000000,-70.1660000000,5.981,1.0000,0.7750,0.5548,HD 30197
262.5991662389,-1.0630216316,-138.3120000000,-144.4200000000,5.981,0.8000,0.8000,0.8000,HD 158614A
189.6858878202,-18.2501034453,-119.8540000000,25.3050000000,5.982,0.8668,0.8718,1.0000,HD 109931
251.2507913411,-28.5096571314,-26.9080000000,-0.5240000000,5.982,0.6703,0.7362,1.0000,HD 150894
190.7882442527,-56.1762272919,-31.7720000000,-12.0790000000,5.982,0.5370,0.6340,1.0000,HD 110506
94.1482834529,-39.2643931187,-15.0510000000,-18.1650000000,5.983,0.7260,0.7762,1.0000,HD 43847
217.7951646493,-38.8697110056,4.9980000000,26.8110000000,5.983,1.0000,0.8221,0.6541,HD 127193
354.5995260254,-76.8695435167,83.5190000000,-25.0640000000,5.983,1.0000,0.8330,0.6787,HD 222060
343.2657688023,60.1010309928,12.3410000000,3.3650000000,5.984,1.0000,0.7992,0.6045,HD 216595
133.0417707068,42.0027329519,-33.2390000000,-62.4380000000,5.984,1.0000,0.8330,0.6787,HD 75556
84.8263064730,29.2152191258,-3.1060000000,-7.2620000000,5.984,0.4799,0.5868,1.0000,HD 37367
93.8238623243,-18.4772407350,47.5580000000,-52.1930000000,5.984,1.0000,0.8221,0.6541,HD 43429
262.8470150540,-56.9209634428,-0.5650000000,-3.9450000000,5.984,0.5370,0.6340,1.0000,HD 158220
88.0975265456,19.8678472715,-5.4130000000,-2.8340000000,5.985,1.0000,0.8330,0.6787,HD 39286
105.9649946598,12.5942425383,-7.4440000000,-6.7590000000,5.985,1.0000,0.7360,0.4803,HD 52976
141.5929602993,-1.4640749463,-0.5780000000,-4.7690000000,5.985,1.0000,0.7992,0.6045,HD 81567
262.2337055300,-36.7782804549,-2.4190000000,-6.7110000000,5.985,1.0000,0.8330,0.6787,HR 6501
30.7186495830,64.9014640117,-13.2870000000,-12.3280000000,5.986,0.6324,0.7081,1.0000,* 52 Cas
230.6552324618,62.0470638648,10.0770000000,-32.1600000000,5.986,0.6109,0.6919,1.0000,HD 137389
65.8848595244,20.9820450236,14.2930000000,-34.8070000000,5.986,0.5496,0.6441,1.0000,HD 27742
110.2288140709,-26.9638368029,-4.1350000000,5.8210000000,5.986,0.5013,0.6047,1.0000,V* HQ CMa
336.9427286717,31.8400461877,50.6300000000,29.0560000000,5.986,1.0000,0.7992,0.6045,HD 212988
321.6873739970,52.8985362292,15.4800000000,4.6970000000,5.987,0.5370,0.6340,1.0000,HD 204428
253.3231252854,47.4167121144,-42.0880000000,101.1120000000,5.987,1.0000,0.7992,0.6045,HD 152812
126.3291739288,-21.0459562690,-34.1120000000,61.3820000000,5.987,0.8986,0.8925,1.0000,HD 71196
342.8372436159,-29.5363065770,-8.6680000000,-13.3830000000,5.987,1.0000,0.8541,0.7277,* 21 PsA
182.6920631546,27.2815060973,-11.7620000000,-9.2910000000,5.987,0.7004,0.7579,1.0000,HD 105805
35.7179553982,-73.6457924341,-79.6290000000,11.7980000000,5.987,1.0000,0.8221,0.6541,* kap Hyi
313.6847968958,75.9255725413,31.5410000000,43.3960000000,5.988,1.0000,0.8740,0.7760,HD 200039
52.4130724857,-6.8044547699,-85.6070000000,-88.8520000000,5.988,1.0000,0.8330,0.6787,HD 21665
38.2255912636,15.0345355763,-20.5340000000,49.0720000000,5.988,1.0000,0.9276,0.9168,* 29 Ari
40.5275302913,-38.3836870044,20.9970000000,12.9870000000,5.988,1.0000,0.8541,0.7277,HD 16975
141.0228968570,-61.6489046569,-0.3640000000,-48.2690000000,5.988,1.0000,0.8330,0.6787,HD 81613
358.8894811405,47.3558038244,-11.0270000000,-7.2720000000,5.989,1.0000,0.8541,0.7277,HD 224165
127.2125108679,-9.7485867871,-5.4940000000,5.6450000000,5.989,0.8000,0.8000,0.8000,HD 71766
194.6972486443,75.4725220494,5.0570000000,1.2800000000,5.99,1.0000,0.8330,0.6787,HD 113049
120.3762013794,16.4553110342,3.9900000000,-5.3380000000,5.99,0.5750,0.6642,1.0000,* 5 Cnc
121.5766480598,22.6354876549,-5.8310000000,-9.4880000000,5.99,1.0000,0.6318,0.3112,* mu.01 Cnc
37.6883468545,0.2557518828,-51.2270000000,-51.6170000000,5.99,0.6703,0.7362,1.0000,HD 15633
184.5398852848,-3.9487807221,-11.2340000000,21.2680000000,5.99,0.8823,0.8819,1.0000,HD 106976
197.4110463600,37.4231195543,-99.6640000000,-4.4340000000,5.99,1.0000,0.7992,0.6045,HD 114357
157.9860039431,-45.0696540678,-15.7790000000,-2.9120000000,5.99,0.5496,0.6441,1.0000,* s Vel B
163.4253268750,-70.7203375278,-28.9500000000,0.1400000000,5.99,0.5340,0.6316,1.0000,CD-70 756
169.8184730910,-64.5824900940,-301.6110000000,44.1460000000,5.99,0.9937,0.9526,1.0000,HD 98560
146.7781256587,-65.0728618798,-12.0120000000,6.2310000000,5.99,0.5370,0.6340,1.0000,* ups Car B
101.5598465708,59.4418200718,-19.3590000000,4.0850000000,5.99,0.6504,0.7215,1.0000,* 12 Lyn B
224.1335627856,-47.8791967317,-29.2120000000,-22.6460000000,5.99,0.8000,0.8000,0.8000,HD 131657A
82.7027131238,41.4619922108,1.8990000000,-35.1580000000,5.991,1.0000,0.8330,0.6787,HD 36040
312.4073637672,12.5451274661,52.7760000000,97.0200000000,5.991,0.9937,0.9526,1.0000,* 15 Del
235.2462518316,16.0245892276,21.8530000000,-16.6110000000,5.991,1.0000,0.8541,0.7277,* tau06 Ser
156.8553490904,-65.7046618834,-81.7640000000,21.1340000000,5.991,0.6504,0.7215,1.0000,HD 90874
341.0217125000,39.4653055556,-2.1000000000,-45.9000000000,5.991,1.0000,0.7360,0.4803,HD 215359A
279.9700681466,52.1960878272,5.6400000000,20.9980000000,5.992,0.5750,0.6642,1.0000,HD 172883
